file_number	genotype_raw	phenotype_binary	complexity_entropy
4	0,3,5,2,0,1,6,3,2,3,1,0,4,7,7	11111111111111111111111111110000000000000000111111	22.58
6	4,7,6,0,3,3,4,3,5,7,7,1,2,1,5	11111110000000000000001111111111111111111000000000	28.22
10	0,5,4,2,1,4,0,3,6,3,3,6,4,6,1	11110000111111111000011111000001111100001111100000	36.69
16	7,6,0,0,7,2,5,2,0,2,4,0,6,5,5	11111111111111111111111111111111111111111111111111	5.64
17	0,7,0,3,2,2,0,7,2,5,1,6,5,7,0	11111110000111111111111111000011111111111110000111	33.86
23	6,1,6,2,0,2,7,0,3,7,6,3,2,7,3	11111111111111111000000001111111111111111111111111	22.58
29	1,5,4,6,7,7,2,1,7,0,1,4,4,3,1	11111111110000001111111111111111110000000111111111	28.22
30	5,0,0,5,5,5,5,1,2,4,7,0,4,6,5	11111111111111111111111111111111111111111111111111	5.64
47	2,5,3,5,7,2,2,4,0,0,0,4,7,7,1	11111111111111111111111111111111111111111111111111	5.64
49	2,2,3,0,6,5,1,3,7,7,1,1,1,1,5	11100000000000000011111111111111111111111111111111	22.58
50	3,2,0,1,6,3,6,2,5,1,5,1,2,4,1	11111111111111111111111111111111111111111111111111	5.64
53	5,0,0,5,6,3,2,1,0,1,4,5,2,2,0	11111111111111111111111111111111111111000000011111	22.58
58	3,0,6,0,5,4,6,2,6,1,3,4,2,4,1	11111111111111111111110000000111111111111111111111	22.58
74	3,2,0,7,0,1,4,1,1,7,3,3,0,6,0	11111111111111111111111111111100000000000111111111	22.58
76	1,5,6,2,7,6,3,1,4,1,6,0,0,1,4	11111111111111111111111110000000000000000000000000	16.93
86	1,4,6,7,0,4,2,6,2,7,2,1,1,0,1	11111000000000001111111111111111111111100000000001	28.22
98	7,7,2,2,2,3,0,3,1,0,3,0,7,0,2	11111111111111111100000000000000000111111111111111	22.58
101	0,7,2,3,5,4,6,4,0,2,7,0,4,4,7	11111111111111111111111111111111111111111111111111	5.64
102	1,6,7,7,4,4,4,0,0,6,7,5,5,4,7	11111111111110000011111111111111100001111111111111	28.22
103	4,3,7,3,7,1,4,5,6,5,7,0,1,5,0	11111111111111111111111111111111111111111111111111	5.64
105	3,6,6,1,5,0,5,0,3,1,4,3,5,7,7	11111111111111111111100000000011111111111111111111	22.58
108	4,1,7,7,4,1,1,2,7,4,3,4,6,1,1	11000000111111111100000111111000000111111000000111	36.69
110	2,0,7,7,5,6,5,4,3,6,5,0,1,5,1	11111111111111111111111111111111111111111111111111	5.64
111	7,1,6,4,5,3,6,3,6,2,3,7,4,3,2	11111100000111111111111111111000001111111111111111	28.22
