file_number	genotype_raw	phenotype_binary	complexity_entropy
7	2,3,4,4,7,5,7,4,5,0,1,3,6,1,3	11111111111000000001111111111111111110000000011111	28.22
22	4,2,1,2,7,7,6,5,4,1,0,7,6,4,2	11111111000001111111111111111111111111111110000111	28.22
25	5,0,7,4,2,6,2,3,3,7,2,0,3,5,5	11111110000000000000000000011111111111100000000000	28.22
26	2,4,3,7,6,2,0,3,1,5,4,1,6,3,3	11111100000000001111111111000000000111111111100000	31.04
27	1,0,2,4,0,6,6,1,5,5,6,2,3,6,3	11111111111111110000000001111111111111111111000000	28.22
28	1,1,5,3,3,5,1,5,6,7,7,2,1,1,1	11110000000011111111111111111111111111000000000000	25.4
32	0,7,7,7,7,2,5,2,0,4,5,1,2,3,7	11111111111111111111111111111111111111100000000000	16.93
39	4,2,4,6,2,5,6,6,7,4,3,4,0,2,0	11111111100000000011111111111111111111111111111111	22.58
40	2,5,6,2,1,5,2,7,0,0,4,6,3,6,2	11111111111111111111111111111111111111111111111111	5.64
51	7,4,0,0,0,3,2,3,1,7,6,1,6,0,1	11111111111110000000000001111111111110000000000001	25.4
66	6,2,7,4,0,4,5,0,5,6,1,6,7,3,3	11100001111111111110000111110000111110000111110000	33.86
69	3,0,4,5,4,4,0,7,5,2,7,6,7,1,0	11110001111110000011111000001111100000111100000010	42.33
72	6,0,7,7,4,3,5,5,7,5,7,5,5,3,6	11100000111111111100000111111000001111100000011111	36.69
73	6,0,2,2,3,1,6,1,7,1,1,7,6,2,6	11100000011111111111111111100000000011111111100000	33.86
77	0,6,7,1,2,5,1,4,7,1,4,5,7,2,7	11100001111110001111100001111100001111100001111100	33.86
79	1,7,7,4,3,1,0,6,5,3,6,3,6,7,4	11110000001111111000001111111000001111111000001111	31.04
81	6,5,3,2,4,2,3,2,1,1,2,5,5,3,6	11111111000000111111111111111110000000111111111111	28.22
90	6,5,3,7,5,4,6,4,7,0,0,5,7,7,6	11111111100000001111111111111111111111111100000111	31.04
156	6,2,2,7,0,5,0,6,5,7,4,5,3,4,1	11100000000011111111111100000000000011111111111100	33.86
159	0,7,3,0,1,7,3,1,1,1,5,1,7,3,1	11111111111111111111111111111111111111111111111111	5.64
162	5,4,6,5,6,3,4,7,6,7,0,2,6,6,5	11110000000000001111111111111111111111111111111100	28.22
164	0,7,1,4,6,6,3,4,6,6,4,1,6,0,1	11111000000000011111111100000000001111111100000000	31.04
165	6,4,7,5,4,1,0,7,4,6,0,6,2,7,6	11000000011111111111111111111111111111111111111110	25.4
166	5,6,6,3,6,1,3,4,2,3,6,2,7,4,3	11111111111111111111100000000011111111111111111111	22.58
167	7,5,4,1,4,0,3,7,1,6,1,6,7,2,6	11110000011111111111111111111000000111111111111111	28.22
169	3,2,6,0,6,4,5,1,6,5,6,5,7,7,0	11111111111111111111111111111100000111111111111111	22.58
171	1,1,0,4,3,7,6,7,2,3,0,6,4,4,7	11110000000111111111111111111111111111111110000000	25.4
172	0,1,5,3,4,0,7,6,5,0,4,2,1,3,6	11111111111111111111111111110000000000000111111111	22.58
173	7,1,7,0,1,4,7,5,1,6,0,0,7,1,0	11111111111111111111111111111110000000000000000000	16.93
177	1,7,3,0,4,1,5,6,4,6,0,5,5,7,4	11111000000011111111111111111111111111110000000111	28.22
181	3,1,4,2,3,1,0,6,0,2,4,4,3,7,5	11111111110000001111111111111111100000011111111111	28.22
182	1,1,1,3,3,3,2,4,0,6,5,6,3,2,2	11111110000011111111111111110000011111111111111110	28.22
186	7,2,5,5,6,4,7,5,5,6,1,3,2,2,4	11100000000000111111111111111111111111111111000000	28.22
201	1,5,5,6,3,0,0,5,3,3,4,2,5,3,2	11111000000001111111111000000011111111110000000011	33.86
204	7,1,0,3,2,3,6,0,6,1,3,6,3,1,3	11110000001111111111111111111000000000001111111111	31.04
206	3,1,3,5,0,3,1,1,4,3,1,4,4,4,4	11100000011111111111111110000000000111111111111000	33.86
208	0,4,5,2,6,5,2,7,1,4,3,4,3,0,0	11111111111000001111111111111110000011111111111111	25.4
212	2,3,6,2,7,5,2,5,6,7,3,5,2,5,7	11000000111111111111111111111111000000001111111000	33.86
215	1,0,2,0,1,5,0,1,1,3,2,6,2,1,7	11100000111111111111111111110000000000000001111111	31.04
218	0,3,6,1,0,4,3,7,3,0,7,2,3,0,5	11111111111100000000111111111111000000011111111111	28.22
221	7,5,2,7,1,0,4,4,7,1,0,1,0,2,4	11111100000000000000000000000000111111111111111111	22.58
229	2,2,1,0,7,4,4,2,7,4,1,2,3,5,3	11111100000000000011111111111111111111111000000000	28.22
235	6,5,7,3,0,0,0,1,2,3,2,7,3,7,5	11100001111111111111111000011111100000111111000001	36.69
239	7,6,2,3,6,1,6,7,4,5,4,0,3,2,3	11111111111111111110000000000000000000000000000001	19.75
240	3,7,4,0,0,7,3,0,4,4,2,2,5,1,6	11111000000011111111110000000111111111000000011111	33.86
244	4,5,3,4,7,5,0,0,4,1,1,3,5,5,0	11111111110000000111111111111111110000000111111111	28.22
246	2,7,2,3,6,3,5,3,1,1,6,3,7,1,4	11111111111111111111110000000011111111111111111111	22.58
248	5,0,3,5,6,5,5,2,6,6,1,6,1,2,5	11000000011111111111111111111111111111111111111110	25.4
252	0,4,4,2,3,4,6,2,5,7,6,0,2,5,2	11111111111111111111111111111111111111111111000000	16.93
254	1,2,7,7,1,2,2,0,1,7,5,1,2,6,5	11111111111111100000000000111111111111111111110000	28.22
256	3,1,7,4,7,1,6,2,1,4,4,6,0,3,6	11111110000000111111111111111111111111111111111111	22.58
262	6,3,2,4,6,2,3,5,4,5,5,6,3,7,0	11111111111111100000111111111111111111111111110000	25.4
273	1,6,1,5,6,3,0,1,7,1,0,5,2,6,2	11100000000111111111111111111111111111111111111111	22.58
274	3,7,7,2,6,7,5,0,6,3,3,7,2,4,5	11110000011111111111111111111100001111111111111111	28.22
276	0,6,5,5,1,7,6,7,6,0,4,7,1,6,6	11111111111111100000011111111111111111000000111111	28.22
279	2,3,4,7,0,6,5,0,1,3,3,5,5,2,0	11111111111111111111111111111100001111111111111111	22.58
280	3,5,4,5,2,6,6,3,1,3,6,7,5,3,7	11111111000011111111111110000111111111111000011111	33.86
